lem,val
deceit,"anger,disgust,fear,negative,sadness,surprise"
deceive,"anger,disgust,negative,sadness"
deception,negative
declination,negative
decompose,disgust
defeat,"negative,sadness"
defect,"anger,negative"
defendant,"anger,fear,sadness"
deflate,"anger,negative,sadness"
deformity,"disgust,fear,negative,sadness"
degrade,"disgust,fear,negative,sadness"
delay,"anger,disgust,fear,negative,sadness"
delight,"anticipation,joy,positive,surprise"
delinquent,"anger,disgust,negative"
demand,"anger,negative"
demon,"anger,disgust,fear,negative,sadness"
demonstrative,"joy,positive,sadness"
deny,"negative,sadness"
depart,"anticipation,sadness"
dependence,"fear,negative,sadness"
deplorable,"anger,disgust,fear,negative,sadness"
deportation,"anger,fear,negative,sadness"
depraved,"anger,anticipation,disgust,fear,negative,sadness"
depreciate,"anger,disgust,fear,negative,sadness"
depressed,"anger,fear,negative,sadness"
desert,"anger,disgust,fear,negative,sadness"
deserve,"anger,anticipation,positive,trust"
designation,trust
desirable,positive
despair,"anger,disgust,fear,negative,sadness"
despotism,"anger,disgust,fear,negative,sadness"
destination,"anticipation,fear,joy,positive,sadness,surprise"
destroy,"anger,fear,negative,sadness"
destructive,"anger,disgust,fear,negative"
detainee,"anger,anticipation,fear,negative,sadness"
detect,positive
deterioration,"anger,disgust,fear,negative,sadness"
determinate,"anticipation,trust"
detonate,"fear,negative,surprise"
detriment,negative
devastating,"anger,disgust,fear,negative,sadness,trust"
die,"anger,disgust,fear,negative,sadness"
difficulty,"anger,fear,negative,sadness"
diminish,"negative,sadness"
disable,"fear,negative,sadness"
disagree,"anger,negative,sadness"
disappoint,"anger,disgust,negative,sadness"
disapprove,"anger,disgust,fear,negative,sadness"
discolor,"disgust,negative,sadness"
disconnect,"negative,sadness"
discontinuity,"disgust,fear,negative,sadness"
discourage,"fear,negative,sadness"
discrimination,"anger,disgust,fear,negative,sadness"
disease,"anger,disgust,fear,negative,sadness"
disgrace,"anger,disgust,negative,sadness"
disgust,"anger,disgust,fear,negative,sadness"
disheartened,"negative,sadness"
disintegrate,"disgust,fear,negative"
dislike,"anger,disgust,negative"
disobedience,"anger,disgust,negative"
disparage,"anger,disgust,negative,sadness"
displace,"anger,fear,sadness"
dispose,"anticipation,positive,trust"
disqualify,"anger,disgust,negative,sadness"
disregard,"disgust,negative"
disrespectful,"anger,disgust,fear,negative,sadness"
distaste,"disgust,negative"
distort,"disgust,negative"
distract,"anger,anticipation,negative"
distress,"anger,disgust,fear,negative,sadness,surprise"
disturbance,"anger,fear,negative,sadness,surprise"
disuse,"anger,negative"
diverse,"negative,positive"
divest,negative
divination,anticipation
dizziness,negative
dominate,"anger,fear,negative,positive"
doom,"fear,negative,sadness"
doubt,"fear,negative,sadness,trust"
dreadful,"anger,anticipation,disgust,fear,negative,sadness"
drunken,"disgust,negative"
durability,"positive,trust"
eager,"anticipation,joy,positive,surprise,trust"
earnest,positive
educational,"positive,trust"
efficient,"anticipation,positive,trust"
eject,negative
elder,"positive,trust"
electric,"joy,positive,surprise"
elegance,"anticipation,joy,positive,trust"
eloquence,positive
embarrassment,"fear,negative,sadness,surprise"
eminence,"positive,trust"
enable,"positive,trust"
enchant,"anticipation,joy,positive,surprise"
encourage,"joy,positive,trust"
endanger,"anticipation,fear,negative"
endow,"positive,trust"
endurance,positive
enforce,"anger,fear,negative,positive"
engage,"anticipation,joy,positive,trust"
enjoy,"anticipation,joy,positive,trust"
enlighten,"joy,positive,trust"
enslave,"anger,disgust,fear,negative,sadness"
entangle,"anger,disgust,fear,negative,sadness"
entertainment,"anticipation,joy,positive,surprise,trust"
equality,"joy,positive,trust"
eradication,"anger,disgust,fear,negative"
eruption,"anger,fear,negative,surprise"
escape,"anticipation,fear,negative,positive"
establish,"joy,positive"
ethical,positive
evacuate,"fear,negative"
eventuality,"anticipation,fear"
eviction,"anger,disgust,fear,negative,sadness"
exacerbation,"anger,fear,negative"
exaggerate,"anger,negative"
exalt,"anticipation,joy,positive,trust"
excel,"anticipation,joy,positive,surprise,trust"
excitation,"anger,anticipation,fear,joy,positive,surprise"
exclude,"disgust,negative,sadness"
execution,"anger,fear,negative,sadness,trust"
exhaustion,"anticipation,negative,sadness"
exhort,positive
expect,"anticipation,positive,surprise,trust"
expire,"negative,sadness"
explosive,"anger,anticipation,fear,negative,surprise"
expose,"anticipation,fear"
exquisite,"joy,positive"
exterminate,"fear,negative,sadness"
fabrication,"negative,trust"
fact,"positive,trust"
faith,"anticipation,joy,positive,trust"
fall,"negative,sadness"
fallacious,"anger,negative"
familiarity,"anticipation,joy,positive,trust"
famous,positive
fanatic,negative
fang,fear
fascinating,positive
fatal,"anger,fear,negative,sadness"
fatigue,"negative,sadness"
favorite,"joy,positive,trust"
fearfully,"fear,negative,sadness,surprise"
ferment,"anticipation,negative"
festival,"anticipation,joy,positive,surprise"
feudalism,"anger,negative,sadness"
fight,"anger,fear,negative"
fit,"anticipation,joy,positive,trust"
foolish,negative
forbid,"anger,fear,negative"
force,"anger,fear,negative"
forego,negative
foreigner,"fear,negative"
forfeit,"anger,negative,sadness"
forgive,"positive,trust"
formative,"positive,trust"
fort,trust
fortune,"anticipation,joy,positive,surprise,trust"
frank,"positive,trust"
frayed,"negative,sadness"
frenzied,"anger,fear,negative"
friendly,"anticipation,joy,positive,trust"
frightful,"anger,fear,negative,sadness"
frighten,"fear,negative,sadness,surprise"
frown,"anger,disgust,negative,sadness"
frustrate,"anger,disgust,negative,sadness"
fulfillment,"anticipation,joy,positive,trust"
fume,"anger,negative"
furious,"anger,disgust,negative"
futile,"negative,sadness"
gain,"anticipation,joy,positive"
gambling,"anticipation,negative,surprise"
gasp,"fear,negative"
generous,"joy,positive,trust"
gift,"anticipation,joy,positive,surprise"
glad,"anticipation,joy,positive"
glare,"anger,fear,negative"
glitter,"disgust,joy"
glow,"anticipation,joy,positive,trust"
good,"anticipation,joy,positive,surprise,trust"
govern,"positive,trust"
grace,positive
gracious,positive
grant,"anticipation,joy,positive,trust"
grate,"anger,disgust,negative"
ground,"fear,negative,sadness"
growl,"anger,disgust,fear,negative"
guard,"fear,positive,trust"
gut,disgust
happy,"anticipation,joy,positive,trust"
harass,"anger,disgust,negative"
harmful,"anger,disgust,fear,negative,sadness"
harmoniously,"joy,positive,trust"
hate,"anger,disgust,fear,negative,sadness"
haunt,"fear,negative,sadness"
hazard,"fear,negative"
healing,"anticipation,joy,positive,trust"
hearse,"fear,negative,sadness"
helpless,"fear,negative,sadness"
heroic,"joy,positive,surprise,trust"
heroine,"positive,trust"
hide,fear
hiss,"anger,fear,negative"
holiness,"anticipation,fear,joy,positive,surprise,trust"
homicide,"anger,disgust,fear,negative,sadness"
honor,"positive,trust"
hood,"anger,disgust,fear,negative"
hope,"anticipation,joy,positive,surprise,trust"
hopelessness,"anger,disgust,fear,negative,sadness"
horrible,"anger,disgust,fear,negative"
horrifying,"disgust,fear,negative,sadness"
horror,"anger,disgust,fear,negative,sadness,surprise"
hospital,"fear,sadness,trust"
hostile,"anger,disgust,fear,negative"
humanity,"joy,positive,trust"
humble,"disgust,negative,positive,sadness"
humiliate,"anger,negative,sadness"
hurry,"anticipation,negative"
hurtful,"anger,disgust,fear,negative,sadness"
hypocrite,"disgust,negative"
idiotic,"anger,disgust,negative"
ignorant,"disgust,negative"
ill,"anger,disgust,fear,negative,sadness"
illegal,"anger,disgust,fear,negative,sadness"
illuminate,"anticipation,joy,positive,surprise"
imitate,negative
immaturity,"anger,anticipation,negative"
immoral,"anger,disgust,fear,negative,sadness"
immortal,positive
impair,negative
impartial,"positive,trust"
impatient,"anticipation,negative"
impeach,"disgust,fear,negative"
impersonate,negative
importance,"anticipation,positive"
impotence,"anger,fear,negative,sadness"
impress,positive
imprison,"anger,disgust,fear,negative,sadness"
improve,"anticipation,joy,positive,trust"
improvise,"anticipation,positive,surprise"
impure,"disgust,negative"
inaction,negative
inauguration,"anticipation,joy,positive,trust"
inclusion,trust
include,positive
incompetent,"anger,negative,sadness"
incurable,"anger,disgust,fear,negative,sadness"
indecency,"anger,disgust"
indecision,negative
indict,"anger,fear,negative"
indignation,"anger,disgust,negative"
inefficiency,"disgust,negative,sadness"
infallibility,trust
infect,"disgust,negative"
inferior,"negative,sadness"
infidelity,"anger,disgust,fear,negative,sadness"
infirmity,"fear,negative"
inflation,"fear,negative"
inflict,"anger,fear,negative,sadness"
inform,trust
infrequent,surprise
inhuman,"anger,disgust,fear,negative,sadness"
injure,"anger,fear,negative,sadness"
injurious,"anger,fear,negative,sadness"
innocent,"positive,trust"
innovate,positive
insanity,"anger,disgust,fear,negative,sadness"
insecure,"anger,fear,negative,sadness"
insignificant,"anger,negative,sadness"
insolvency,"fear,negative,sadness,surprise"
inspire,"anticipation,joy,positive,trust"
instigate,negative
instruct,"positive,trust"
insufficiency,"anger,negative"
insult,"anger,disgust,negative,sadness,surprise"
intelligence,"fear,joy,positive,trust"
intend,"anticipation,positive"
inter,"negative,sadness"
interested,"disgust,positive,sadness"
interrogate,fear
interrupt,"anger,negative,surprise"
intimate,"anticipation,joy,positive,trust"
intimidation,"anger,fear,negative"
intolerant,"anger,disgust,fear,negative,sadness"
intrusive,"anger,disgust,fear,negative,surprise"
intuition,"positive,trust"
invade,"anger,fear,negative,sadness,surprise"
invalid,sadness
investigate,positive
invite,"anticipation,joy,positive,surprise,trust"
iron,"positive,trust"
irrational,"disgust,fear,negative"
irregular,negative
irritation,"anger,disgust,negative,sadness"
isolate,"fear,negative,sadness"
join,positive
joke,negative
joyful,"joy,positive,trust"
jubilant,"joy,positive,surprise,trust"
judicial,"anticipation,positive,trust"
kick,"anger,negative"
kill,"anger,fear,negative,sadness"
kind,"joy,positive,trust"
labor,"anticipation,joy,positive,surprise,trust"
lack,negative
lag,"anger,anticipation,disgust,negative,sadness"
lament,"disgust,fear,negative,sadness"
land,positive
languish,"fear,negative,sadness"
late,"negative,sadness"
laugh,"joy,positive,surprise"
laurel,"joy,positive"
lawful,"positive,trust"
laxative,"disgust,fear,negative"
lead,positive
learn,positive
leech,"disgust,fear,negative"
legalize,"anger,fear,joy,positive,trust"
legibility,positive
leisure,"anticipation,joy,positive,surprise,trust"
letter,"anticipation,positive,trust"
liberate,"anger,anticipation,joy,positive,surprise,trust"
lie,"anger,disgust,negative,sadness"
litigate,"anger,anticipation,disgust,fear,negative,sadness"
loathe,"anger,disgust,negative"
lonely,"anger,disgust,fear,negative,sadness"
longing,"anticipation,sadness"
lose,"anger,disgust,fear,negative,sadness,surprise"
lovely,"anticipation,joy,positive,sadness,surprise,trust"
low,"negative,sadness"
lurk,negative
lust,"anticipation,negative"
luxurious,"joy,positive"
mad,"anger,disgust,fear,negative,sadness"
magnet,"positive,trust"
magnificent,"anticipation,joy,positive,surprise,trust"
majority,"joy,positive,trust"
malign,"anger,disgust,negative"
manage,"positive,trust"
maniac,"anger,fear,negative"
manifestation,fear
manipulation,"anger,fear,negative"
mannered,positive
marvel,"positive,surprise"
measure,"positive,trust"
mediate,"anticipation,positive,trust"
mediocre,negative
menace,"anger,fear,negative"
merciful,positive
mindful,positive
miserable,"anger,disgust,negative,sadness"
mislead,"anger,fear,negative,trust"
misplace,"anger,disgust,negative"
misrepresent,"anger,negative"
misunderstanding,"anger,negative,sadness"
moderator,"positive,trust"
moral,"anger,anticipation,disgust,joy,positive,surprise,trust"
morbidity,"anger,disgust,fear,negative,sadness"
moron,negative
mortality,"anger,fear,negative,sadness"
mortgage,fear
mournful,"anger,fear,negative,sadness"
mouth,surprise
muddle,negative
murder,"anger,disgust,fear,negative,sadness,surprise"
musical,"anger,anticipation,joy,positive,sadness,surprise,trust"
mutilation,"anger,disgust,fear,negative,sadness"
mysterious,"anticipation,fear,surprise"
navigable,"anticipation,positive"
neglect,"anger,disgust,negative,sadness"
negligence,negative
negotiate,"positive,trust"
nervous,"anticipation,fear,negative"
neutral,"anticipation,trust"
nonsensical,"negative,sadness"
notable,"joy,positive,trust"
numbness,"negative,sadness"
obesity,"disgust,negative,sadness"
objective,"anticipation,positive,trust"
obliging,"anger,anticipation,disgust,fear,joy,positive,surprise,trust"
obliterate,"anger,fear,negative,sadness"
obscenity,"anger,disgust,negative"
obstruct,"anger,fear,negative"
occupant,"positive,trust"
offense,"anger,disgust,fear,negative,sadness"
offender,"anger,disgust,fear,negative,sadness"
offer,positive
oppose,"anger,fear,negative"
opportune,"joy,positive"
oppress,"anger,disgust,fear,negative,sadness"
option,positive
ordination,"anticipation,joy,positive,trust"
organization,"anticipation,joy,positive,surprise,trust"
outrage,"anger,disgust,negative"
overdo,negative
overestimate,surprise
overpower,"anger,fear,negative"
overwhelm,"negative,sadness"
pad,positive
painful,"anger,disgust,fear,negative,sadness"
passion,"anticipation,joy,positive,trust"
passive,negative
patron,"positive,trust"
peaceful,"anticipation,joy,positive,surprise,trust"
peculiarity,negative
perfection,"anticipation,joy,positive,surprise,trust"
peril,"anticipation,fear,negative,sadness"
perish,"fear,negative,sadness"
perpetuity,"anticipation,positive,trust"
perplexity,"negative,sadness"
persecution,"anger,disgust,fear,negative,sadness"
persistence,positive
personable,positive
perverse,"anger,disgust,fear,negative"
pervert,"anger,disgust,negative"
picket,"anger,anticipation,fear,negative"
planning,"anticipation,positive,trust"
plea,"anticipation,fear,negative,sadness"
poison,"anger,disgust,fear,negative,sadness"
polish,positive
politic,"disgust,positive"
pollute,"disgust,negative"
popularity,positive
possess,"anticipation,joy,positive,trust"
powerful,"anger,anticipation,disgust,fear,joy,positive,trust"
practice,"joy,positive,surprise,trust"
praise,"joy,positive,trust"
precedence,"positive,trust"
precise,positive
predict,anticipation
prejudiced,"disgust,fear,negative"
prepare,"anticipation,positive,trust"
present,"anticipation,joy,positive,surprise,trust"
preservative,"anticipation,joy,positive,surprise,trust"
pretense,negative
pretend,"anger,negative"
prevention,"anticipation,positive"
pry,"anger,anticipation,negative,trust"
princely,"anticipation,joy,positive,surprise,trust"
prisoner,"anger,disgust,fear,negative,sadness"
procrastinate,negative
prodigious,positive
producer,positive
production,"anticipation,positive"
profane,"anger,negative"
professional,"positive,trust"
proficiency,"anticipation,joy,positive,surprise,trust"
profuse,positive
progression,"anticipation,joy,positive,sadness,trust"
prohibit,"anger,disgust,fear,negative"
projectile,fear
promise,"joy,positive,trust"
prominence,positive
prophet,"anticipation,positive,trust"
prosecute,"anger,fear,negative,sadness"
prospect,positive
prosper,"anticipation,joy,positive"
prostitution,"disgust,negative,sadness"
protect,"positive,trust"
provide,"anticipation,joy,positive,trust"
punctual,"anticipation,positive,trust"
punish,"anger,anticipation,disgust,fear,negative,sadness"
qualified,"positive,trust"
questionable,"disgust,negative"
quiver,"fear,negative"
radiation,"fear,negative"
rage,"anger,disgust,fear,negative"
rave,"anger,disgust,joy,negative,positive,surprise,trust"
readiness,"anticipation,joy,positive,trust"
reassurance,"positive,trust"
receive,"anticipation,joy,positive,surprise"
recession,"anger,disgust,fear,negative,sadness"
recklessness,"anger,disgust,fear,negative,surprise"
reconstruct,"anticipation,positive"
recreation,"anticipation,joy,positive"
refine,positive
reform,positive
refuse,"negative,sadness"
regressive,"negative,positive"
regret,"negative,sadness"
rehabilitation,"anticipation,positive"
reimbursement,"positive,trust"
reinforcement,"positive,trust"
rejection,"anger,disgust,fear,negative,sadness"
rejoice,"anticipation,joy,positive,surprise,trust"
rejuvenate,positive
reliability,"positive,trust"
remarkable,"joy,positive,surprise,trust"
remedy,"anticipation,joy,positive,trust"
remiss,"anger,disgust,negative,sadness"
remove,"anger,fear,negative,sadness"
renovation,"anticipation,joy,positive"
renown,positive
repellent,"anger,disgust,fear,negative"
represent,positive
repress,"negative,sadness"
resentment,"anger,disgust,negative,sadness"
resign,"anger,disgust,fear,negative,sadness"
resist,"anger,fear,negative,sadness"
respect,"anticipation,joy,positive,trust"
responsive,"anticipation,positive,trust"
rest,positive
restorative,"anticipation,joy,positive,trust"
restrain,"anger,fear,negative"
restriction,"anger,fear,negative,sadness"
result,anticipation
retaliation,"anger,fear,negative"
retard,"disgust,fear,negative,sadness"
retract,"anger,negative"
revel,"joy,positive"
revere,"anticipation,joy,positive,trust"
revival,"anticipation,joy,positive,trust"
revolt,"anger,disgust,fear,negative"
riddle,surprise
ridicule,"anger,disgust,negative,sadness"
rigid,negative
rigor,"disgust,fear,negative"
romantic,"anticipation,joy,positive,trust"
rot,"disgust,fear,negative,sadness"
ruin,"anger,disgust,fear,negative,sadness"
save,"joy,positive,trust"
scandal,"fear,negative"
scarce,"fear,negative,sadness"
scold,"anger,disgust,fear,negative,sadness"
scream,"anger,disgust,fear,negative,surprise"
seal,"positive,trust"
secretion,"disgust,negative"
seduction,negative
segregate,"anger,disgust,negative,sadness"
selfish,"anger,disgust,negative"
sensibility,positive
sensual,"anticipation,joy,negative,positive,surprise,trust"
sentimental,positive
serenity,"anticipation,joy,positive,trust"
sever,negative
shame,"disgust,fear,negative,sadness"
shape,positive
shatter,"anger,fear,negative,sadness,surprise"
shine,"anticipation,joy,positive"
shoot,"anger,fear,negative"
sickness,"disgust,fear,negative,sadness"
simmer,"anger,anticipation"
sin,"anger,disgust,fear,negative,sadness"
sincere,"positive,trust"
skillful,"positive,trust"
slander,"anger,disgust,negative"
slaughter,"anger,disgust,fear,negative,sadness,surprise"
smash,"anger,fear,negative"
smell,"anger,disgust,negative"
smile,"joy,positive,surprise,trust"
smuggle,"fear,negative"
snag,"negative,surprise"
snarl,"anger,disgust,negative"
sneak,"anger,fear,negative,surprise"
soil,"disgust,negative"
solidity,"positive,trust"
soothe,"joy,positive,trust"
sore,"anger,negative,sadness"
sorrow,"fear,negative,sadness"
spank,"anger,fear,negative,sadness"
special,"joy,positive"
speculation,"fear,negative,sadness"
spirit,"anticipation,joy,positive,surprise"
spite,"anger,negative"
splitting,"negative,sadness"
stagger,surprise
startle,"fear,negative,surprise"
starve,negative
statue,positive
steal,"anger,fear,negative,sadness"
stereotype,negative
sterile,"negative,sadness"
stiff,negative
stifle,"anger,fear,negative,sadness"
sting,"anger,fear,negative"
stink,"disgust,negative"
stone,"anger,negative"
storm,"anger,negative"
strengthen,"joy,positive,trust"
strike,"anger,negative"
strip,"anger,anticipation,disgust,fear,negative,sadness"
structure,"positive,trust"
stupid,negative
subject,"negative,sadness"
subversion,"anger,fear,negative"
succeed,"anticipation,joy,positive,surprise,trust"
successful,"anticipation,joy,positive,trust"
suffer,"disgust,fear,negative,sadness"
suffocate,"disgust,fear,negative,sadness"
suicidal,"anger,disgust,fear,negative,sadness"
superior,positive
supply,positive
supporter,"joy,positive,trust"
suppress,"anger,fear,negative,sadness"
supreme,positive
surprise,"fear,joy,positive,surprise"
surrender,"fear,negative,sadness"
suspense,"anticipation,fear,surprise"
sweet,"anticipation,joy,positive,surprise,trust"
tardiness,negative
tease,"anger,anticipation,negative,sadness"
temperance,positive
tender,"joy,positive,trust"
terminal,"fear,negative,sadness"
terrible,"anger,disgust,fear,negative,sadness"
terrorism,"anger,disgust,fear,negative,sadness"
theological,trust
therapeutic,"joy,positive,trust"
thoughtful,"positive,trust"
threaten,"anger,anticipation,fear,negative"
thrill,"anticipation,fear,joy,positive,surprise"
thump,"anger,negative"
time,anticipation
timid,"fear,negative,sadness"
tired,negative
tolerate,"anger,negative,sadness"
toughness,"anger,fear,positive,trust"
tower,"anticipation,fear,positive"
tranquility,"joy,positive,trust"
transcendence,"anticipation,joy,positive,surprise,trust"
trapping,negative
treasure,"anticipation,joy,positive,trust"
tribunal,"anticipation,disgust,fear,negative,trust"
trip,"anger,negative,sadness"
trust,trust
truth,"positive,trust"
turbulence,"anger,fear,negative"
ugliness,"disgust,fear,negative,sadness"
ultimate,"anticipation,sadness"
unanimity,positive
uncontrollable,"anger,anticipation,negative,surprise"
undertaker,sadness
undesirable,"anger,disgust,fear,negative,sadness"
uneasiness,"anticipation,negative,sadness"
unequivocal,trust
unfair,"anger,disgust,negative,sadness"
unhappy,"anger,disgust,negative,sadness"
unintentionally,"negative,surprise"
uninterested,"negative,sadness"
unjustifiable,"anger,disgust,fear,negative"
unquestionable,"positive,trust"
usurp,"anger,fear,negative"
vague,negative
vanish,"fear,negative,sadness,surprise"
venerable,"anticipation,joy,positive,trust"
venom,"anger,disgust,fear,negative"
victimize,"anger,disgust,fear,negative,sadness,surprise"
victory,"anticipation,joy,positive,trust"
vigilance,"anticipation,positive,trust"
vigorous,"positive,trust"
villainous,"anger,disgust,fear,negative"
vindication,"anticipation,joy,positive,trust"
violent,"anger,disgust,fear,negative,surprise"
virgin,"positive,trust"
visit,positive
vitality,"joy,positive,trust"
volunteer,"anticipation,fear,joy,positive,trust"
vomit,disgust
vulgarity,"anger,disgust,negative,sadness"
warn,"anticipation,fear,negative,surprise,trust"
warp,"anger,negative,sadness"
wasteful,"anger,disgust,negative,sadness"
watch,"anticipation,fear"
weariness,"negative,sadness"
weep,"negative,sadness"
white,"anticipation,joy,positive,trust"
wicked,"fear,negative"
widow,sadness
willful,"anger,negative,sadness"
win,"anticipation,disgust,joy,positive,sadness,surprise,trust"
wit,positive
wither,"negative,sadness"
wonderful,"joy,positive,surprise,trust"
word,"positive,trust"
worry,"anticipation,fear,negative,sadness"
wreck,"anger,disgust,fear,negative,sadness,surprise"
wretch,"anger,disgust,negative,sadness"
wrongful,"anger,disgust,negative,sadness"
yawn,negative
